action,representation,direction,proofDir,hintType,hintCount,stepTime,elTime,PPType,numInteractionCurr,numInteractionTotal,numAction1Curr,numAction2Curr,numAction3Curr,numAction4Curr,numAction5Curr,numAction6Curr,numAction7Curr,numAction8Curr,numAction9Curr,numAction10Curr,numAction1Total,numAction2Total,numAction3Total,numAction4Total,numAction5Total,numAction6Total,numAction7Total,numAction8Total,numAction9Total,numAction10Total,numProblemsCompleted,isForced,numAttempts,hasCollaborator,PLMP,PLDS,PLSIMP,PLMT,PLADD,PLCONJ,PLHS,PLCD,PLDN,PLDEM,PLIMPL,PLCP,PLEQUIV,PLNULL,PLCOM,PLASSOC,PLDIST,PLABS,PLEXP,PLTAUT,PLDEL,PPLevel,numCorrectMPCurr,numCorrectDSCurr,numCorrectSIMPCurr,numCorrectMTCurr,numCorrectADDCurr,numCorrectCONJCurr,numCorrectHSCurr,numCorrectCDCurr,numCorrectDNCurr,numCorrectDEMCurr,numCorrectIMPLCurr,numCorrectCPCurr,numCorrectEQUIVCurr,numCorrectNULLCurr,numCorrectCOMCurr,numCorrectASSOCCurr,numCorrectDISTCurr,numCorrectABSCurr,numCorrectEXPCurr,numCorrectTAUTCurr,numCorrectDELCurr,numCorrectMPTotal,numCorrectDSTotal,numCorrectSIMPTotal,numCorrectMTTotal,numCorrectADDTotal,numCorrectCONJTotal,numCorrectHSTotal,numCorrectCDTotal,numCorrectDNTotal,numCorrectDEMTotal,numCorrectIMPLTotal,numCorrectCPTotal,numCorrectEQUIVTotal,numCorrectNULLTotal,numCorrectCOMTotal,numCorrectASSOCTotal,numCorrectDISTTotal,numCorrectABSTotal,numCorrectEXPTotal,numCorrectTAUTTotal,numCorrectDELTotal,numWrongMPCurr,numWrongDSCurr,numWrongSIMPCurr,numWrongMTCurr,numWrongADDCurr,numWrongCONJCurr,numWrongHSCurr,numWrongCDCurr,numWrongDNCurr,numWrongDEMCurr,numWrongIMPLCurr,numWrongCPCurr,numWrongEQUIVCurr,numWrongNULLCurr,numWrongCOMCurr,numWrongASSOCCurr,numWrongDISTCurr,numWrongABSCurr,numWrongEXPCurr,numWrongTAUTCurr,numWrongDELCurr,numWrongMPTotal,numWrongDSTotal,numWrongSIMPTotal,numWrongMTTotal,numWrongADDTotal,numWrongCONJTotal,numWrongHSTotal,numWrongCDTotal,numWrongDNTotal,numWrongDEMTotal,numWrongIMPLTotal,numWrongCPTotal,numWrongEQUIVTotal,numWrongNULLTotal,numWrongCOMTotal,numWrongASSOCTotal,numWrongDISTTotal,numWrongABSTotal,numWrongEXPTotal,numWrongTAUTTotal,numWrongDELTotal,numMPCurr,numDSCurr,numSIMPCurr,numMTCurr,numADDCurr,numCONJCurr,numHSCurr,numCDCurr,numDNCurr,numDEMCurr,numIMPLCurr,numCPCurr,numEQUIVCurr,numNULLCurr,numCOMCurr,numASSOCCurr,numDISTCurr,numABSCurr,numEXPCurr,numTAUTCurr,numDELCurr,numMPTotal,numDSTotal,numSIMPTotal,numMTTotal,numADDTotal,numCONJTotal,numHSTotal,numCDTotal,numDNTotal,numDEMTotal,numIMPLTotal,numCPTotal,numEQUIVTotal,numNULLTotal,numCOMTotal,numASSOCTotal,numDISTTotal,numABSTotal,numEXPTotal,numTAUTTotal,numDELTotal,elTimeTotal,hintRequestedTutor,hintRequestedCurr,hintRequestedTotal,hintForcedTutor,hintForcedTotal,hintForcedCurr,hintFollowCurr,hintFollowTutor,hintFollowTotal,hintRequestedFollowCurr,hintRequestedFollowTotal,hintRequestedFollowTutor,hintForcedFollowCurr,hintForcedFollowTotal,hintForcedFollowTutor,hintFollowRateCurr,hintFollowRateTotal,hintFollowRateTutor,hintForcedFollowRateCurr,hintForcedFollowRateTotal,hintForcedFollowRateTutor,hintRequestedFollowRateCurr,hintRequestedFollowRateTotal,hintRequestedFollowRateTutor,currLvl,numCorrectRuleAppCurr,numCorrectRuleAppTotal,numCorrectRuleAppTutor,numRuleAppTotal,numRuleAppTutor,numRuleAppCurr,numCorrectRuleAppRateCurr,numCorrectRuleAppRateTotal,numCorrectRuleAppRateTutor,elTimeTutor,hintFollow
3,0,0,0,2,0,2.145,133.329,6,18,18,5,1,3,9,0,0,0,0,0,0,5,1,3,9,0,0,0,0,0,0,6,0,1,0,0.999999189,0.999970864,0.999999997,0.9999702,0.975992749,0.360953171,0.9612166,0.800831063,0.052450453,0.011934634,0.432788481,0.117759525,0.011522626,0.01,0.024655882,0.01155063,0.011852918,0.011551084,0.011340922,0.011547283,0.01,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,133.329,1,0,0,5,3,3,3,5,3,0,0,0,3,3,5,1,1,0.833333333,1,1,1,1,1,0,5,3,3,73,3,90,3,1,1,0.811111111,133.329,1
3,0,0,0,2,0,1.149,157.956,6,25,25,8,1,5,10,1,0,0,0,0,0,8,1,5,10,1,0,0,0,0,0,6,0,1,0,0.999999189,0.999970864,0.999999997,0.9999702,0.975992749,0.360953171,0.987116906,0.800831063,0.151887687,0.011934634,0.432788481,0.117759525,0.011522626,0.01,0.024655882,0.01155063,0.011852918,0.011551084,0.011340922,0.011547283,0.01,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,157.956,1,0,0,6,4,4,4,6,4,0,0,0,4,4,6,1,1,0.857142857,1,1,1,1,1,0,5,5,5,75,5,92,5,1,1,0.815217391,157.956,1
3,0,0,0,2,1,172.477,172.477,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,1,0,0.118945582,0.297072353,0.925437192,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.011340922,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,172.477,1,0,0,7,1,1,1,7,1,0,0,0,1,1,7,1,1,0.875,1,1,1,1,1,0,1,0,0,91,0,109,0,1,1,0.834862385,172.477,1
1,0,0,0,2,1,14.127,504.117,0,7,7,3,1,2,0,1,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0,9,0,1,0,0.118945582,0.297072353,0.925437192,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.027247848,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,504.117,1,0,0,8,2,2,1,7,1,0,0,0,1,1,7,0.5,0.5,0.777777778,0.5,0.5,0.875,1,1,0,1,1,1,92,1,110,1,1,1,0.836363636,504.117,0
1,0,0,0,2,1,13.727,536.202,0,10,10,4,1,3,0,2,0,0,0,0,0,4,1,3,0,2,0,0,0,0,0,9,0,1,0,0.118945582,0.297072353,0.925437192,0.01,0.01,0.01,0.01,0.01,0.024655882,0.01,0.027247848,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,536.202,1,0,0,9,3,3,2,8,2,0,0,0,2,2,8,0.666666667,0.666666667,0.8,0.666666667,0.666666667,0.888888889,1,1,0,1,2,2,93,2,111,2,1,1,0.837837838,536.202,1
1,0,0,0,2,1,61.991,687.468,0,13,13,6,1,4,0,2,0,0,0,0,0,6,1,4,0,2,0,0,0,0,0,9,0,1,0,0.118945582,0.566085839,0.925437192,0.01,0.01,0.01,0.01,0.01,0.024655882,0.01,0.027247848,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,687.468,1,0,0,10,4,4,3,9,3,0,0,0,3,3,9,0.75,0.75,0.818181818,0.75,0.75,0.9,1,1,0,1,3,3,94,3,112,3,1,1,0.839285714,687.468,1
1,0,0,0,2,1,10.819,722.901,0,17,17,8,1,5,0,3,0,0,0,0,0,8,1,5,0,3,0,0,0,0,0,9,0,1,0,0.118945582,0.566085839,0.974591263,0.01,0.01,0.01,0.01,0.01,0.024655882,0.01,0.027247848,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,722.901,1,0,0,11,5,5,4,10,4,0,0,0,4,4,10,0.8,0.8,0.833333333,0.8,0.8,0.909090909,1,1,0,1,4,4,95,4,113,4,1,1,0.840707965,722.901,1
1,0,0,0,2,1,8.607,83.533,2,10,10,5,0,3,0,2,0,0,0,0,0,5,0,3,0,2,0,0,0,0,0,1,0,1,0,0.99706422,0.144823646,0.99999953,0.566085839,0.800831063,0.118945582,0.118945582,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.024655882,0.01,0.01,0.01,0.01,0.01,0.01,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.533,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,6,3,8,3,0.666666667,0.666666667,0.75,83.533,1
1,0,0,0,2,1,12.093,12.093,2,1,14,1,0,0,0,0,0,0,0,0,0,7,0,4,0,2,0,0,0,1,0,1,0,2,0,0.99706422,0.345443052,0.99999953,0.566085839,0.800831063,0.118945582,0.118945582,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.024655882,0.01,0.01,0.01,0.01,0.01,0.01,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.339,0,0,0,2,2,1,1,2,2,0,0,0,1,2,2,1,1,1,1,1,1,1,1,1,3,0,3,7,4,9,0,1,0.75,0.777777778,274.339,1
3,0,0,0,2,1,5.482,108.488,2,14,27,6,3,3,0,2,0,0,0,0,0,12,3,7,0,4,0,0,0,1,0,1,0,2,0,0.99706422,0.211048005,0.999999848,0.566085839,0.800831063,0.118945582,0.118945582,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.024655882,0.01,0.01,0.01,0.01,0.01,0.01,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.734,0,0,0,3,3,2,2,3,3,0,0,0,2,3,3,1,1,1,1,1,1,1,1,1,3,2,5,9,7,12,3,0.666666667,0.714285714,0.75,370.734,1
3,0,0,0,2,0,5.553,133.521,2,18,31,8,3,5,0,2,0,0,0,0,0,14,3,9,0,4,0,0,0,1,0,1,0,2,0,0.99706422,0.314211993,0.999999848,0.800831063,0.800831063,0.118945582,0.118945582,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.024655882,0.01,0.01,0.01,0.01,0.01,0.01,-1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.767,0,0,0,4,4,3,3,4,4,0,0,0,3,4,4,1,1,1,1,1,1,1,1,1,3,4,7,11,9,14,5,0.8,0.777777778,0.785714286,395.767,1
3,0,0,0,2,1,17.6,22.27,2,3,41,1,0,2,0,0,0,0,0,0,0,16,3,13,0,5,0,2,0,2,0,1,0,3,0,0.99706422,0.314211993,0.999999848,0.800831063,0.231707444,0.118945582,0.118945582,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.024655882,0.01,0.01,0.01,0.01,0.01,0.01,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.457,0,0,0,5,5,1,1,5,5,0,0,0,1,5,5,1,1,1,1,1,1,1,1,1,3,2,10,14,13,18,2,1,0.769230769,0.777777778,469.457,1
3,0,0,0,2,0,11.024,81.092,2,15,53,5,2,7,0,1,0,0,0,0,0,20,5,18,0,6,0,2,0,2,0,1,0,3,0,0.99706422,0.116008715,0.999999804,0.925437192,0.140347373,0.118945582,0.118945582,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.024655882,0.01,0.01,0.01,0.01,0.01,0.01,-1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.279,0,0,0,6,6,2,2,6,6,0,0,0,2,6,6,1,1,1,1,1,1,1,1,1,3,6,14,18,17,22,6,1,0.823529412,0.818181818,528.279,1
7,0,0,0,2,1,2.246,94.876,2,20,58,8,2,8,0,1,0,1,0,0,0,23,5,19,0,6,0,3,0,2,0,1,1,3,0,0.99706422,0.291324671,0.999999804,0.925437192,0.140347373,0.118945582,0.118945582,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.024655882,0.01,0.01,0.01,0.01,0.01,0.01,-1,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.063,1,1,1,6,6,2,3,7,7,1,1,1,2,6,6,1,1,1,1,1,1,1,1,1,3,7,15,19,18,23,7,1,0.833333333,0.826086957,542.063,1
1,0,0,0,2,1,30.162,30.162,-1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0.999937799,0.613206021,1,0.999999925,0.999763388,0.575067708,0.882521253,0.297072353,0.602141926,0.027657573,0.221103082,0.078010726,0.01,0.01,0.024655882,0.01,0.011522626,0.01,0.01,0.011522626,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.162,1,0,0,7,1,1,1,8,1,0,0,1,1,1,7,1,1,1,1,1,1,1,1,1,5,0,0,112,0,120,0,1,1,0.933333333,30.162,1
1,0,0,0,2,1,61.63,116.251,-1,4,4,3,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,0,1,0,0.999937799,0.830138202,1,0.999999925,0.999763388,0.575067708,0.882521253,0.297072353,0.602141926,0.027657573,0.221103082,0.078010726,0.01,0.01,0.024655882,0.01,0.011522626,0.01,0.01,0.011522626,0.01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.251,1,0,0,8,2,2,1,8,1,0,0,1,1,1,7,0.5,0.5,0.888888889,0.5,0.5,0.875,1,1,1,5,1,1,113,1,121,1,1,1,0.933884298,116.251,0
7,0,0,0,2,1,9.614,203.455,-1,13,13,5,1,5,0,0,0,2,0,0,0,5,1,5,0,0,0,2,0,0,0,4,1,1,0,0.999937799,0.830138202,1,0.999999925,0.999763388,0.575067708,0.882521253,0.297072353,0.602141926,0.027657573,0.198412728,0.078010726,0.01,0.01,0.052450453,0.01,0.011522626,0.01,0.01,0.011522626,0.01,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,203.455,2,1,1,8,2,2,2,9,2,1,1,2,1,1,7,0.666666667,0.666666667,0.9,0.5,0.5,0.875,1,1,1,5,3,3,115,3,123,3,1,1,0.93495935,203.455,1
7,0,0,0,2,1,11.871,233.428,-1,18,18,6,1,6,0,0,0,5,0,0,0,6,1,6,0,0,0,5,0,0,0,4,1,1,0,0.999937799,0.830138202,1,0.999999925,0.999763388,0.575067708,0.882521253,0.297072353,0.602141926,0.027657573,0.198412728,0.211666118,0.01,0.01,0.052450453,0.01,0.011522626,0.01,0.01,0.011522626,0.01,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,233.428,3,2,2,8,2,2,3,10,3,2,2,3,1,1,7,0.75,0.75,0.909090909,0.5,0.5,0.875,1,1,1,5,4,4,116,4,124,4,1,1,0.935483871,233.428,1
7,0,0,0,2,1,4.478,263.466,-1,26,26,8,2,8,0,2,0,6,0,0,0,8,2,8,0,2,0,6,0,0,0,4,1,1,0,0.999937799,0.830138202,1,0.999999925,0.999763388,0.575067708,0.882521253,0.297072353,0.665222942,0.027657573,0.198412728,0.211666118,0.01,0.01,0.052450453,0.01,0.011522626,0.01,0.01,0.011522626,0.01,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,1,0,0,1,0,0,0,0,0,0,263.466,4,3,3,8,2,2,4,11,4,3,3,4,1,1,7,0.8,0.8,0.916666667,0.5,0.5,0.875,1,1,1,5,5,5,117,6,126,6,0.833333333,0.833333333,0.928571429,263.466,1
7,0,0,0,2,1,6.365,282.25,-1,30,30,9,2,9,0,3,0,7,0,0,0,9,2,9,0,3,0,7,0,0,0,4,1,1,0,0.999937799,0.830138202,1,0.999999925,0.999763388,0.575067708,0.882521253,0.297072353,0.85969412,0.027657573,0.198412728,0.211666118,0.01,0.01,0.052450453,0.01,0.011522626,0.01,0.01,0.011522626,0.01,1,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,1,0,0,1,0,0,0,0,0,0,282.25,5,4,4,8,2,2,5,12,5,4,4,5,1,1,7,0.833333333,0.833333333,0.923076923,0.5,0.5,0.875,1,1,1,5,6,6,118,7,127,7,0.857142857,0.857142857,0.929133858,282.25,1
3,0,0,0,2,0,10.795,355.427,-1,40,40,12,2,13,0,6,0,7,0,0,0,12,2,13,0,6,0,7,0,0,0,4,0,1,0,0.999565376,0.621482548,1,0.999999925,0.999763388,0.575067708,0.958687648,0.297072353,0.85969412,0.027657573,0.434152282,0.211666118,0.01,0.01,0.052450453,0.01,0.011522626,0.01,0.01,0.011522626,0.01,1,0,1,0,0,0,0,1,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,3,0,4,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,3,0,4,1,0,0,1,0,0,0,0,0,0,355.427,5,4,4,9,3,3,6,13,6,4,4,5,2,2,8,0.857142857,0.857142857,0.928571429,0.666666667,0.666666667,0.888888889,1,1,1,5,8,8,120,11,131,11,0.727272727,0.727272727,0.916030534,355.427,1
1,0,0,0,2,1,26.473,26.473,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0.800831063,0.706300043,0.996966251,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.473,5,0,0,10,1,1,1,14,1,0,0,5,1,1,9,1,1,0.933333333,1,1,0.9,1,1,1,1,0,0,139,0,154,0,1,1,0.902597403,26.473,1
